ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,eu_tour,unwto_oecd_tour,adr
2,0,56109,101,526355,810,8,215073,37705423,1020026282,Bc. Andrea Spišská,Spišská Nová Ves,Čsl.armády 1129/10A,5201,10/08/2020,04/10/2001,FALSE,SUSR,17/05/2016 22:09,11/08/2020 02:09,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,220195,37704117,NULL,Marcel Rozmuš,Spišská Nová Ves,Trieda 1. mája 59/33,5205,31/07/2017,29/06/2001,FALSE,SUSR,17/05/2016 22:09,01/08/2017 06:51,FALSE,2009-11-30,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,453781,30670454,1023654687,Katarína Hamračková,Spišská Nová Ves,Odborárov 33,5201,12/03/2018,27/02/1992,FALSE,SUSR,17/05/2016 22:33,16/03/2018 21:29,FALSE,2017-12-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,53337,33057672,1023478874,Jozef Bednár,Spišská Nová Ves,Muráňska 52,5201,12/03/2018,18/02/1993,FALSE,SUSR,17/05/2016 21:52,16/03/2018 04:29,FALSE,2014-03-07,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,2,56109,101,526355,810,8,55020,33057061,1023550616,Karol Chovančík,Spišská Nová Ves,Čsl.armády 1129/10A,5201,09/06/2020,17/11/1992,FALSE,SUSR,17/05/2016 21:52,10/06/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,2,56109,101,543331,810,8,1623058,50277871,1070853916,Matej Puškár,Markušovce,Michalská 284/42,5321,04/04/2019,01/04/2016,FALSE,SUSR,01/06/2016 15:00,05/04/2019 02:10,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Markušovce,Markušovce,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,234772,37179934,NULL,Igor Bodó,Spišská Nová Ves,E.M. Šoltésovej 19/11,5201,12/03/2018,24/11/1993,FALSE,SUSR,17/05/2016 22:11,16/03/2018 18:09,FALSE,2009-08-05,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,237882,37706195,NULL,Dana Bučková,Spišská Nová Ves,E.M.Šoltésovej 1,5201,12/03/2018,10/01/1995,FALSE,SUSR,17/05/2016 22:11,16/03/2018 18:09,FALSE,2008-03-03,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,543586,810,8,57208,33053111,1023493680,Anna Rabatinová,Spišské Tomášovce,Spišské Tomášovce 36,5201,12/03/2018,11/10/1993,FALSE,SUSR,17/05/2016 21:52,16/03/2018 04:32,FALSE,2010-12-09,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišské Tomášovce,Spišské Tomášovce,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,1,56109,101,526509,801,8,239602,34606793,1026742057,Jozef Kakalejčík,Gelnica,Záhradná 1/3,5601,05/02/2019,09/05/2001,FALSE,SUSR,17/05/2016 22:11,06/02/2019 02:10,FALSE,NULL,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,242091,36209902,2021641292,Contract SNV s.r.o.,Spišská Nová Ves,Zimná 47,5201,12/03/2018,18/10/2001,FALSE,SUSR,17/05/2016 22:12,16/03/2018 18:10,FALSE,2011-01-26,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,501088,36772526,2022371681,"ŠTEFÁNIKOVÁ, s.r.o. v likvidácii",Spišská Nová Ves,Lipová 11/13,5201,11/05/2020,04/05/2007,FALSE,SUSR,17/05/2016 22:37,12/05/2020 19:44,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,62510,41317815,1023686312,Mária Repková,Spišská Nová Ves,Hviezdoslavova 40,5201,31/07/2017,21/06/2004,FALSE,SUSR,17/05/2016 21:53,01/08/2017 02:44,FALSE,2012-09-15,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,253029,40859550,1049941266,Zdenek Gombita,Spišská Nová Ves,Tkáčska 2720/13,5201,31/07/2017,20/05/2004,FALSE,SUSR,17/05/2016 22:13,01/08/2017 07:16,FALSE,2016-03-12,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,133634,36594610,2022026039,"RATUŠ, s.r.o.",Spišská Nová Ves,Radničné námestie 7,5201,10/08/2020,08/06/2005,FALSE,SUSR,17/05/2016 22:00,11/08/2020 02:08,FALSE,2020-07-07,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
7,0,56109,112,526355,810,8,533736,36722537,2022301468,"EURO - ONE, s.r.o.",Spišská Nová Ves,Radlinského 17,5201,05/02/2019,09/01/2007,FALSE,SUSR,17/05/2016 22:40,06/02/2019 02:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Zahraničné,Foreign,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,525634,808,8,265674,40419495,NULL,Viera Rochfalušiová,Dobšiná,Mierová 1189,4925,12/03/2018,01/03/2004,FALSE,SUSR,17/05/2016 22:14,16/03/2018 18:16,FALSE,2009-07-02,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,545283,40355829,1020686733,Roman Hoščuk,Spišská Nová Ves,Levočská 22/39,5201,05/02/2019,14/11/2002,FALSE,SUSR,17/05/2016 22:41,06/02/2019 02:25,FALSE,2018-12-28,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526509,801,8,547350,40106136,NULL,Marek Gerega,Gelnica,Lyžiarska 4,5601,31/07/2017,04/06/2002,FALSE,SUSR,17/05/2016 22:41,01/08/2017 11:03,FALSE,2009-11-19,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,5,56109,101,560154,810,8,1653489,50465511,1081592732,Barbora Jančárová,Smižany,Za kaštieľom 1307/1,5311,30/10/2020,01/09/2016,FALSE,SUSR,12/10/2016 02:03,31/10/2020 06:06,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,partialy tourism industry,catering & food service industries,NULL
2,5,56109,101,526355,810,8,2727,10759336,1020683466,Marián Petrek,Spišská Nová Ves,Odborárov 14,5201,07/04/2020,03/09/1990,FALSE,SUSR,17/05/2016 21:46,12/05/2020 20:48,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,1229491,46781781,1045559174,Mgr. Tomáš Juríčkov,Spišská Nová Ves,Gorazdova 1736/31,5201,07/04/2020,20/09/2012,FALSE,SUSR,17/05/2016 23:30,12/05/2020 20:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,293271,14370191,1023586586,Mgr. Ladislav Sabo,Spišská Nová Ves,Rázusova 295/42,5201,07/12/2020,01/01/1990,FALSE,SUSR,17/05/2016 22:17,08/12/2020 02:06,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
7,0,56109,112,526291,808,8,151120,31675697,2020500702,"MADARAS a Co., spol. s r.o.",Stratená,časť Dobšinská Ľadová Jaskyňa,4971,07/12/2020,21/07/1993,FALSE,SUSR,17/05/2016 22:02,08/12/2020 02:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Stratená,Stratená,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Zahraničné,Foreign,0,0,partialy tourism industry,catering & food service industries,NULL
2,1,56109,110,543616,810,8,298494,17189772,1023874456,Michal Rumančík,Spišský Hrušov,Spišský Hrušov 12,5363,31/07/2017,08/08/1991,FALSE,SUSR,17/05/2016 22:17,01/08/2017 07:51,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišský Hrušov,Spišský Hrušov,Živ.a sl.povolanie v OR,"Entrep,free.ocup.in BR",Ost.účelové stravovanie,Other purpose consume,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526592,810,8,152918,31726739,NULL,"J.M.B.R., spol. s r.o. Hrabušice",Hrabušice,Podlesok,5315,12/03/2018,23/04/1996,FALSE,SUSR,17/05/2016 22:02,16/03/2018 13:51,FALSE,2008-02-28,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Hrabušice,Hrabušice,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,304843,17085039,2020727335,"DODO, spoločnosť s ručením obmedzeným, Spišs-ká Nová Ves v likvidácii",Spišská Nová Ves,Zimná 56,5201,04/04/2019,08/11/1991,FALSE,SUSR,17/05/2016 22:18,05/04/2019 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,525634,808,8,306304,17128889,NULL,Magdaléna Macková M a R BUJAK,Dobšiná,Hronská,4925,12/03/2018,09/04/1991,FALSE,SUSR,17/05/2016 22:18,16/03/2018 19:19,FALSE,2008-08-01,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,338932,43933173,1078750013,Andrea Gondová,Spišská Nová Ves,Filinského cesta 3077/9,5201,04/11/2020,01/02/2008,FALSE,SUSR,17/05/2016 22:21,05/11/2020 02:03,FALSE,2020-10-20,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,2,56109,101,526509,801,8,35763,32368755,1032596466,Marek Medvec - Hostinec TATRAN,Gelnica,Hlavná 60,5601,05/08/2019,28/08/1991,FALSE,SUSR,17/05/2016 21:50,06/08/2019 02:01,FALSE,NULL,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,5,56109,101,525634,808,8,36067,33013730,1033255234,Zuzana Fusková,Dobšiná,Zimná 171/43,4925,30/10/2020,28/11/1997,FALSE,SUSR,17/05/2016 21:50,31/10/2020 02:09,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,560154,810,8,1806806,52024733,NULL,Mariana Tokarčíková - Maja,Smižany,Nálepkova 1312/17,5311,06/05/2019,18/10/2018,FALSE,SUSR,06/12/2018 02:04,07/05/2019 02:05,FALSE,2019-04-13,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,648108,40845672,NULL,Matej Proks,Spišská Nová Ves,F.Urbánka 40,5201,12/03/2018,07/07/2003,FALSE,SUSR,17/05/2016 22:52,16/03/2018 23:47,FALSE,2009-12-17,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,655890,40847594,1023875886,Marta Bodnárová,Spišská Nová Ves,J. Hanulu 27/28,5201,12/03/2018,20/10/2003,FALSE,SUSR,17/05/2016 22:52,16/03/2018 23:48,FALSE,2012-01-17,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,670159,35239913,1020114007,Erik Fencík,Spišská Nová Ves,Dubová 2020/2,5201,31/07/2017,11/05/2016,FALSE,SUSR,17/05/2016 22:54,01/08/2017 12:42,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,171940,31657753,NULL,GASTRONOM spol.s r.o.,Spišská Nová Ves,"Hanulova, Topolčianska re",5201,12/03/2018,26/08/1992,FALSE,SUSR,17/05/2016 22:04,16/03/2018 14:00,FALSE,2009-12-03,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,701169,44105100,2022599095,"D-MIRAGE, s.r.o.",Spišská Nová Ves,Hrnčiarska 2684/2,5201,05/02/2019,06/05/2008,FALSE,SUSR,17/05/2016 22:57,06/02/2019 02:32,FALSE,2018-10-24,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,41094,33062862,1023743424,Ivan Macejko,Spišská Nová Ves,Štúrovo nábrežie 12/26,5205,31/07/2017,19/05/1993,FALSE,SUSR,17/05/2016 21:51,01/08/2017 02:28,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,353273,43846378,2022485542,"Mini Cabinet, s.r.o.",Spišská Nová Ves,Letná 35,5201,31/07/2017,22/11/2007,FALSE,SUSR,17/05/2016 22:23,01/08/2017 08:34,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,1,56109,101,525634,808,8,20197,10746315,1025854456,Jaroslav Pavlák DOM SLUŽIEB,Dobšiná,SNP,4925,09/09/2020,17/07/1990,FALSE,SUSR,17/05/2016 21:49,10/09/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,560154,810,8,180402,31705375,2020504233,SAGO s.r.o.,Smižany,Za Kaštieľom 4/50,5311,12/03/2018,28/03/1995,FALSE,SUSR,17/05/2016 22:05,16/03/2018 14:02,FALSE,2010-12-22,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,368198,36172511,NULL,"Balux, s.r.o.",Spišská Nová Ves,Dunajská 3,5201,12/03/2018,14/04/1997,FALSE,SUSR,17/05/2016 22:24,16/03/2018 20:01,FALSE,2009-08-06,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,526355,810,8,381693,36008818,NULL,"SOUND MASTER, s.r.o.",Spišská Nová Ves,Letná 62,5201,12/03/2018,30/08/1996,FALSE,SUSR,17/05/2016 22:26,16/03/2018 20:41,FALSE,2009-01-06,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
2,0,56109,101,526355,810,8,99659,41317700,1023592977,Bibiána Fabianová,Spišská Nová Ves,Za Hornádom 7/1,5201,31/07/2017,16/06/2004,FALSE,SUSR,17/05/2016 21:56,01/08/2017 03:16,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,0,56109,112,560154,810,8,385899,36457701,2021420599,"SAMP EXPORT - IMPORT, s.r.o., v likvidácii",Smižany,Slovenského raja 47,5311,31/07/2017,12/10/1998,FALSE,SUSR,17/05/2016 22:26,01/08/2017 08:59,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,partialy tourism industry,catering & food service industries,NULL
6,0,56109,112,526355,810,8,388519,36175641,2020032850,TATRAN s.r.o.,Spišská Nová Ves,Sadová 8,5201,02/08/2017,21/07/1997,FALSE,SUSR,17/05/2016 22:26,03/08/2017 02:01,FALSE,2017-06-13,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,partialy tourism industry,catering & food service industries,NULL
2,6,56300,112,526355,810,8,1881994,52741826,2121126117,"Ombre Pub, s. r. o.",Spišská Nová Ves,Šafárikovo námestie 5,5205,07/04/2020,09/11/2019,FALSE,SUSR,04/12/2019 02:12,12/05/2020 19:52,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Služby pohostinstiev,Beverage serving activ.,10-19 zamestnancov,10-19 employees,Súkromné tuzemské,Private inland,10,19,partialy tourism industry,catering & food service industries,NULL
2,0,56300,101,543586,810,8,45702,33057125,NULL,Mária Lipajová,Spišské Tomášovce,Juraja Sklenára 85/5,5201,12/03/2018,18/02/1993,FALSE,SUSR,17/05/2016 21:51,16/03/2018 04:21,FALSE,2011-01-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišské Tomášovce,Spišské Tomášovce,Živnostník,Entrepreneur,Služby pohostinstiev,Beverage serving activ.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,partialy tourism industry,catering & food service industries,NULL
2,4,56300,112,526509,801,8,1859906,52559726,2121071458,Markella s. r. o.,Gelnica,Hlavná 118/29,5601,07/12/2020,03/08/2019,FALSE,SUSR,05/09/2019 02:07,08/12/2020 02:35,FALSE,NULL,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Spol. s r. o.,Limited liability comp.,Služby pohostinstiev,Beverage serving activ.,3-4 zamestnanci,3-4 employees,Súkromné tuzemské,Private inland,3,4,partialy tourism industry,catering & food service industries,NULL
2,5,56300,112,526355,810,8,396364,36194484,2020033972,ATREX s.r.o.,Spišská Nová Ves,Zimná 85,5201,06/09/2017,08/11/1999,FALSE,SUSR,17/05/2016 22:27,07/09/2017 02:11,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Služby pohostinstiev,Beverage serving activ.,5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,partialy tourism industry,catering & food service industries,NULL
2,5,56300,112,526355,810,8,1823913,52184790,NULL,IDD SK s.r.o.,Spišská Nová Ves,Štefánikovo námestie 2499/4,5201,07/04/2020,05/02/2019,FALSE,SUSR,07/03/2019 02:12,12/05/2020 19:54,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Služby pohostinstiev,Beverage serving activ.,5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,partialy tourism industry,catering & food service industries,NULL
